,purchase_id,customer_id,product_id,quantity,purchase_date,store,name,city,signup_date,product_name,category,price,total_price
1504,T1505,C074,P034,1,2023-09-08 16:00:00,Store A,Teresa Wilson,San Diego,2023-08-08,Textbook,Books,24.38,24.38
1505,T1506,C034,P029,3,2023-09-08 20:00:00,Store B,Quinn Brown,Sacramento,2023-04-10,Candle,Home & Garden,162.72,488.16
1506,T1507,C088,P048,1,2023-09-09 00:00:00,Store A,Patricia Patel,San Francisco,2023-09-19,Jump Rope,Sports,197.16,197.16
1507,T1508,C073,P047,1,2023-09-09 04:00:00,Store C,Patricia Kim,Seattle,2023-08-05,Resistance Bands,Sports,178.93,178.93
1508,T1509,C084,P013,2,2023-09-09 08:00:00,Store A,Charlie Miller,Seattle,2023-09-07,Sweater,Clothing,145.67,291.34
1509,T1510,C012,P048,3,2023-09-09 12:00:00,Store B,Fiona Davis,Sacramento,2023-02-03,Jump Rope,Sports,197.16,591.48
1510,T1511,C022,P049,1,2023-09-09 16:00:00,Store C,Ian Rodriguez,Seattle,2023-03-05,Bicycle,Sports,60.58,60.58
1511,T1512,C087,P029,2,2023-09-09 20:00:00,Store C,Alice Rodriguez,Los Angeles,2023-09-16,Candle,Home & Garden,162.72,325.44
1512,T1513,C020,P039,1,2023-09-10 00:00:00,Store A,George Garcia,Portland,2023-02-27,Poetry,Books,46.53,46.53
1513,T1514,C019,P024,1,2023-09-10 04:00:00,Store B,Ian Kim,Portland,2023-02-24,Lamp,Home & Garden,177.47,177.47
1514,T1515,C004,P026,1,2023-09-10 08:00:00,Store A,Eric Lee,San Francisco,2023-01-10,Rug,Home & Garden,190.28,190.28
1515,T1516,C099,P017,3,2023-09-10 12:00:00,Store A,Oscar Chen,Seattle,2023-10-22,Socks,Clothing,70.06,210.18
1516,T1517,C088,P007,1,2023-09-10 16:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Headphones,Electronics,1433.2,1433.2
1517,T1518,C060,P013,1,2023-09-10 20:00:00,Store B,Alice Brown,Portland,2023-06-27,Sweater,Clothing,145.67,145.67
1518,T1519,C054,P005,1,2023-09-11 00:00:00,Store A,Charlie Singh,San Diego,2023-06-09,Tablet,Electronics,306.81,306.81
1519,T1520,C059,P026,3,2023-09-11 04:00:00,Store C,Rachel Wilson,Seattle,2023-06-24,Rug,Home & Garden,190.28,570.84
1520,T1521,C090,P049,1,2023-09-11 08:00:00,Store A,Charlie Chen,San Francisco,2023-09-25,Bicycle,Sports,60.58,60.58
1521,T1522,C083,P003,1,2023-09-11 12:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Keyboard,Electronics,85.26,85.26
1522,T1523,C040,P007,1,2023-09-11 16:00:00,Store A,Laura Jackson,Portland,2023-04-28,Headphones,Electronics,1433.2,1433.2
1523,T1524,C038,P049,1,2023-09-11 20:00:00,Store B,Alice Kim,Seattle,2023-04-22,Bicycle,Sports,60.58,60.58
1524,T1525,C025,P039,2,2023-09-12 00:00:00,Store C,Laura Wilson,San Francisco,2023-03-14,Poetry,Books,46.53,93.06
1525,T1526,C083,P001,2,2023-09-12 04:00:00,Store B,Rachel Martinez,Portland,2023-09-04,Laptop,Electronics,1097.56,2195.12
1526,T1527,C089,P049,1,2023-09-12 08:00:00,Store B,Hannah Lee,San Diego,2023-09-22,Bicycle,Sports,60.58,60.58
1527,T1528,C050,P017,1,2023-09-12 12:00:00,Store B,Ian Davis,Seattle,2023-05-28,Socks,Clothing,70.06,70.06
1528,T1529,C007,P043,1,2023-09-12 16:00:00,Store B,Diana Miller,Seattle,2023-01-19,Tennis Racket,Sports,330.23,330.23
1529,T1530,C022,P025,1,2023-09-12 20:00:00,Store B,Ian Rodriguez,Seattle,2023-03-05,Plant Pot,Home & Garden,42.7,42.7
1530,T1531,C099,P003,1,2023-09-13 00:00:00,Store A,Oscar Chen,Seattle,2023-10-22,Keyboard,Electronics,85.26,85.26
1531,T1532,C054,P015,3,2023-09-13 04:00:00,Store C,Charlie Singh,San Diego,2023-06-09,Shoes,Clothing,130.89,392.67
1532,T1533,C089,P029,4,2023-09-13 08:00:00,Store A,Hannah Lee,San Diego,2023-09-22,Candle,Home & Garden,162.72,650.88
1533,T1534,C081,P043,5,2023-09-13 12:00:00,Store A,Charlie Anderson,San Diego,2023-08-29,Tennis Racket,Sports,330.23,1651.15
1534,T1535,C062,P032,3,2023-09-13 16:00:00,Store A,Julia Kim,Portland,2023-07-03,Cookbook,Books,37.88,113.64
1535,T1536,C043,P026,2,2023-09-13 20:00:00,Store B,Kevin Wilson,Seattle,2023-05-07,Rug,Home & Garden,190.28,380.56
1536,T1537,C029,P016,2,2023-09-14 00:00:00,Store A,Quinn Jackson,San Francisco,2023-03-26,Hat,Clothing,58.28,116.56
1537,T1538,C080,P025,1,2023-09-14 04:00:00,Store C,Charlie Rodriguez,Seattle,2023-08-26,Plant Pot,Home & Garden,42.7,42.7
1538,T1539,C090,P028,2,2023-09-14 08:00:00,Store A,Charlie Chen,San Francisco,2023-09-25,Pillow,Home & Garden,54.92,109.84
1539,T1540,C082,P009,1,2023-09-14 12:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,USB Cable,Electronics,586.73,586.73
1540,T1541,C075,P001,1,2023-09-14 16:00:00,Store C,Alice Wilson,Los Angeles,2023-08-11,Laptop,Electronics,1097.56,1097.56
1541,T1542,C013,P029,3,2023-09-14 20:00:00,Store C,Laura Davis,San Diego,2023-02-06,Candle,Home & Garden,162.72,488.16
1542,T1543,C099,P022,1,2023-09-15 00:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Blender,Home & Garden,281.8,281.8
1543,T1544,C091,P016,1,2023-09-15 04:00:00,Store C,Alice Davis,Seattle,2023-09-28,Hat,Clothing,58.28,58.28
1544,T1545,C053,P041,4,2023-09-15 08:00:00,Store A,Diana Kim,Sacramento,2023-06-06,Yoga Mat,Sports,258.24,1032.96
1545,T1546,C100,P044,1,2023-09-15 12:00:00,Store B,Eric Davis,Seattle,2023-10-25,Soccer Ball,Sports,355.45,355.45
1546,T1547,C080,P041,1,2023-09-15 16:00:00,Store C,Charlie Rodriguez,Seattle,2023-08-26,Yoga Mat,Sports,258.24,258.24
1547,T1548,C078,P007,4,2023-09-15 20:00:00,Store C,Diana Garcia,Seattle,2023-08-20,Headphones,Electronics,1433.2,5732.8
1548,T1549,C088,P014,2,2023-09-16 00:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Jacket,Clothing,145.27,290.54
1549,T1550,C092,P029,2,2023-09-16 04:00:00,Store A,Steve Garcia,Los Angeles,2023-10-01,Candle,Home & Garden,162.72,325.44
1550,T1551,C083,P019,1,2023-09-16 08:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Shorts,Clothing,61.2,61.2
1551,T1552,C031,P019,1,2023-09-16 12:00:00,Store A,George Martinez,San Francisco,2023-04-01,Shorts,Clothing,61.2,61.2
1552,T1553,C058,P002,3,2023-09-16 16:00:00,Store A,Hannah Lee,Seattle,2023-06-21,Mouse,Electronics,457.12,1371.36
1553,T1554,C097,P041,2,2023-09-16 20:00:00,Store A,Bob Thompson,San Francisco,2023-10-16,Yoga Mat,Sports,258.24,516.48
1554,T1555,C045,P045,2,2023-09-17 00:00:00,Store A,Fiona Wilson,Portland,2023-05-13,Running Shoes,Sports,400.96,801.92
1555,T1556,C062,P015,1,2023-09-17 04:00:00,Store C,Julia Kim,Portland,2023-07-03,Shoes,Clothing,130.89,130.89
1556,T1557,C067,P003,1,2023-09-17 08:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Keyboard,Electronics,85.26,85.26
1557,T1558,C068,P011,4,2023-09-17 12:00:00,Store A,Alice Rodriguez,San Diego,2023-07-21,T-Shirt,Clothing,140.68,562.72
1558,T1559,C080,P046,1,2023-09-17 16:00:00,Store A,Charlie Rodriguez,Seattle,2023-08-26,Water Bottle,Sports,446.65,446.65
1559,T1560,C098,P030,2,2023-09-17 20:00:00,Store B,Alice Davis,Portland,2023-10-19,Picture Frame,Home & Garden,265.05,530.1
1560,T1561,C047,P040,1,2023-09-18 00:00:00,Store B,Bob Garcia,Portland,2023-05-19,Reference Book,Books,30.45,30.45
1561,T1562,C029,P018,2,2023-09-18 04:00:00,Store B,Quinn Jackson,San Francisco,2023-03-26,Dress,Clothing,130.65,261.3
1562,T1563,C042,P048,4,2023-09-18 08:00:00,Store C,Diana Lee,San Francisco,2023-05-04,Jump Rope,Sports,197.16,788.64
1563,T1564,C095,P002,2,2023-09-18 12:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Mouse,Electronics,457.12,914.24
1564,T1565,C082,P032,1,2023-09-18 16:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Cookbook,Books,37.88,37.88
1565,T1566,C053,P008,2,2023-09-18 20:00:00,Store C,Diana Kim,Sacramento,2023-06-06,Webcam,Electronics,1376.55,2753.1
1566,T1567,C092,P022,3,2023-09-19 00:00:00,Store C,Steve Garcia,Los Angeles,2023-10-01,Blender,Home & Garden,281.8,845.4
1567,T1568,C094,P006,1,2023-09-19 04:00:00,Store C,Fiona Garcia,San Francisco,2023-10-07,Smartphone,Electronics,1413.66,1413.66
1568,T1569,C093,P012,3,2023-09-19 08:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Jeans,Clothing,75.66,226.98
1569,T1570,C097,P047,2,2023-09-19 12:00:00,Store A,Bob Thompson,San Francisco,2023-10-16,Resistance Bands,Sports,178.93,357.86
1570,T1571,C049,P040,3,2023-09-19 16:00:00,Store A,Patricia Chen,San Francisco,2023-05-25,Reference Book,Books,30.45,91.35
1571,T1572,C089,P036,2,2023-09-19 20:00:00,Store A,Hannah Lee,San Diego,2023-09-22,Comic Book,Books,42.37,84.74
1572,T1573,C069,P015,1,2023-09-20 00:00:00,Store B,Laura Thompson,Seattle,2023-07-24,Shoes,Clothing,130.89,130.89
1573,T1574,C093,P028,1,2023-09-20 04:00:00,Store A,Nina Rodriguez,Los Angeles,2023-10-04,Pillow,Home & Garden,54.92,54.92
1574,T1575,C087,P049,1,2023-09-20 08:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Bicycle,Sports,60.58,60.58
1575,T1576,C090,P045,4,2023-09-20 12:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Running Shoes,Sports,400.96,1603.84
1576,T1577,C083,P018,3,2023-09-20 16:00:00,Store B,Rachel Martinez,Portland,2023-09-04,Dress,Clothing,130.65,391.95
1577,T1578,C039,P002,2,2023-09-20 20:00:00,Store A,Bob Thompson,Los Angeles,2023-04-25,Mouse,Electronics,457.12,914.24
1578,T1579,C076,P013,1,2023-09-21 00:00:00,Store A,Teresa Brown,Los Angeles,2023-08-14,Sweater,Clothing,145.67,145.67
1579,T1580,C100,P045,1,2023-09-21 04:00:00,Store A,Eric Davis,Seattle,2023-10-25,Running Shoes,Sports,400.96,400.96
1580,T1581,C098,P015,3,2023-09-21 08:00:00,Store C,Alice Davis,Portland,2023-10-19,Shoes,Clothing,130.89,392.67
1581,T1582,C013,P020,1,2023-09-21 12:00:00,Store B,Laura Davis,San Diego,2023-02-06,Scarf,Clothing,42.03,42.03
1582,T1583,C037,P029,1,2023-09-21 16:00:00,Store C,Eric Chen,Portland,2023-04-19,Candle,Home & Garden,162.72,162.72
1583,T1584,C031,P042,2,2023-09-21 20:00:00,Store B,George Martinez,San Francisco,2023-04-01,Dumbbells,Sports,402.17,804.34
1584,T1585,C087,P029,1,2023-09-22 00:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Candle,Home & Garden,162.72,162.72
1585,T1586,C092,P003,1,2023-09-22 04:00:00,Store B,Steve Garcia,Los Angeles,2023-10-01,Keyboard,Electronics,85.26,85.26
1586,T1587,C044,P019,1,2023-09-22 08:00:00,Store B,Quinn Singh,Sacramento,2023-05-10,Shorts,Clothing,61.2,61.2
1587,T1588,C073,P003,1,2023-09-22 12:00:00,Store C,Patricia Kim,Seattle,2023-08-05,Keyboard,Electronics,85.26,85.26
1588,T1589,C093,P014,5,2023-09-22 16:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Jacket,Clothing,145.27,726.35
1589,T1590,C087,P040,1,2023-09-22 20:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Reference Book,Books,30.45,30.45
1590,T1591,C075,P004,1,2023-09-23 00:00:00,Store B,Alice Wilson,Los Angeles,2023-08-11,Monitor,Electronics,985.93,985.93
1591,T1592,C079,P011,1,2023-09-23 04:00:00,Store B,Hannah Patel,Portland,2023-08-23,T-Shirt,Clothing,140.68,140.68
1592,T1593,C073,P031,3,2023-09-23 08:00:00,Store B,Patricia Kim,Seattle,2023-08-05,Fiction Novel,Books,39.63,118.89
1593,T1594,C054,P043,1,2023-09-23 12:00:00,Store C,Charlie Singh,San Diego,2023-06-09,Tennis Racket,Sports,330.23,330.23
1594,T1595,C077,P032,2,2023-09-23 16:00:00,Store B,Quinn Wilson,Los Angeles,2023-08-17,Cookbook,Books,37.88,75.76
1595,T1596,C085,P027,1,2023-09-23 20:00:00,Store B,Ian Patel,Portland,2023-09-10,Curtains,Home & Garden,297.17,297.17
1596,T1597,C095,P030,1,2023-09-24 00:00:00,Store C,Michael Kim,Los Angeles,2023-10-10,Picture Frame,Home & Garden,265.05,265.05
1597,T1598,C082,P043,1,2023-09-24 04:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Tennis Racket,Sports,330.23,330.23
1598,T1599,C089,P002,3,2023-09-24 08:00:00,Store C,Hannah Lee,San Diego,2023-09-22,Mouse,Electronics,457.12,1371.36
1599,T1600,C036,P049,3,2023-09-24 12:00:00,Store C,Bob Davis,San Diego,2023-04-16,Bicycle,Sports,60.58,181.74
1600,T1601,C069,P009,1,2023-09-24 16:00:00,Store A,Laura Thompson,Seattle,2023-07-24,USB Cable,Electronics,586.73,586.73
1601,T1602,C003,P028,2,2023-09-24 20:00:00,Store A,Diana Rodriguez,Los Angeles,2023-01-07,Pillow,Home & Garden,54.92,109.84
1602,T1603,C048,P031,4,2023-09-25 00:00:00,Store B,Kevin Singh,San Francisco,2023-05-22,Fiction Novel,Books,39.63,158.52
1603,T1604,C087,P034,1,2023-09-25 04:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Textbook,Books,24.38,24.38
1604,T1605,C100,P015,3,2023-09-25 08:00:00,Store B,Eric Davis,Seattle,2023-10-25,Shoes,Clothing,130.89,392.67
1605,T1606,C025,P048,1,2023-09-25 12:00:00,Store A,Laura Wilson,San Francisco,2023-03-14,Jump Rope,Sports,197.16,197.16
1606,T1607,C064,P025,4,2023-09-25 16:00:00,Store C,Patricia Jackson,Portland,2023-07-09,Plant Pot,Home & Garden,42.7,170.8
1607,T1608,C091,P036,3,2023-09-25 20:00:00,Store C,Alice Davis,Seattle,2023-09-28,Comic Book,Books,42.37,127.11
1608,T1609,C042,P008,4,2023-09-26 00:00:00,Store A,Diana Lee,San Francisco,2023-05-04,Webcam,Electronics,1376.55,5506.2
1609,T1610,C076,P009,2,2023-09-26 04:00:00,Store A,Teresa Brown,Los Angeles,2023-08-14,USB Cable,Electronics,586.73,1173.46
1610,T1611,C087,P037,1,2023-09-26 08:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Travel Guide,Books,42.4,42.4
1611,T1612,C080,P048,4,2023-09-26 12:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Jump Rope,Sports,197.16,788.64
1612,T1613,C040,P045,1,2023-09-26 16:00:00,Store B,Laura Jackson,Portland,2023-04-28,Running Shoes,Sports,400.96,400.96
1613,T1614,C060,P039,1,2023-09-26 20:00:00,Store C,Alice Brown,Portland,2023-06-27,Poetry,Books,46.53,46.53
1614,T1615,C090,P032,2,2023-09-27 00:00:00,Store C,Charlie Chen,San Francisco,2023-09-25,Cookbook,Books,37.88,75.76
1615,T1616,C076,P017,3,2023-09-27 04:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,Socks,Clothing,70.06,210.18
1616,T1617,C002,P035,4,2023-09-27 08:00:00,Store C,Teresa Miller,Sacramento,2023-01-04,Magazine,Books,21.74,86.96
1617,T1618,C089,P037,1,2023-09-27 12:00:00,Store B,Hannah Lee,San Diego,2023-09-22,Travel Guide,Books,42.4,42.4
1618,T1619,C011,P019,3,2023-09-27 16:00:00,Store C,Michael Rodriguez,Seattle,2023-01-31,Shorts,Clothing,61.2,183.6
1619,T1620,C088,P044,2,2023-09-27 20:00:00,Store C,Patricia Patel,San Francisco,2023-09-19,Soccer Ball,Sports,355.45,710.9
1620,T1621,C042,P029,1,2023-09-28 00:00:00,Store C,Diana Lee,San Francisco,2023-05-04,Candle,Home & Garden,162.72,162.72
1621,T1622,C099,P007,1,2023-09-28 04:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Headphones,Electronics,1433.2,1433.2
1622,T1623,C061,P028,1,2023-09-28 08:00:00,Store A,Rachel Lee,Portland,2023-06-30,Pillow,Home & Garden,54.92,54.92
1623,T1624,C057,P009,1,2023-09-28 12:00:00,Store B,Ian Chen,Seattle,2023-06-18,USB Cable,Electronics,586.73,586.73
1624,T1625,C034,P028,5,2023-09-28 16:00:00,Store B,Quinn Brown,Sacramento,2023-04-10,Pillow,Home & Garden,54.92,274.6
1625,T1626,C055,P006,2,2023-09-28 20:00:00,Store C,Steve Patel,San Francisco,2023-06-12,Smartphone,Electronics,1413.66,2827.32
1626,T1627,C095,P029,2,2023-09-29 00:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Candle,Home & Garden,162.72,325.44
1627,T1628,C100,P017,5,2023-09-29 04:00:00,Store B,Eric Davis,Seattle,2023-10-25,Socks,Clothing,70.06,350.3
1628,T1629,C061,P016,1,2023-09-29 08:00:00,Store B,Rachel Lee,Portland,2023-06-30,Hat,Clothing,58.28,58.28
1629,T1630,C068,P023,3,2023-09-29 12:00:00,Store C,Alice Rodriguez,San Diego,2023-07-21,Vacuum,Home & Garden,213.37,640.11
1630,T1631,C087,P031,1,2023-09-29 16:00:00,Store C,Alice Rodriguez,Los Angeles,2023-09-16,Fiction Novel,Books,39.63,39.63
1631,T1632,C095,P003,3,2023-09-29 20:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Keyboard,Electronics,85.26,255.78
1632,T1633,C079,P021,1,2023-09-30 00:00:00,Store B,Hannah Patel,Portland,2023-08-23,Coffee Maker,Home & Garden,173.69,173.69
1633,T1634,C063,P026,4,2023-09-30 04:00:00,Store A,George Davis,San Diego,2023-07-06,Rug,Home & Garden,190.28,761.12
1634,T1635,C065,P036,1,2023-09-30 08:00:00,Store B,Patricia Anderson,Portland,2023-07-12,Comic Book,Books,42.37,42.37
1635,T1636,C085,P042,1,2023-09-30 12:00:00,Store B,Ian Patel,Portland,2023-09-10,Dumbbells,Sports,402.17,402.17
1636,T1637,C002,P037,3,2023-09-30 16:00:00,Store C,Teresa Miller,Sacramento,2023-01-04,Travel Guide,Books,42.4,127.2
1637,T1638,C081,P022,1,2023-09-30 20:00:00,Store B,Charlie Anderson,San Diego,2023-08-29,Blender,Home & Garden,281.8,281.8
1638,T1639,C060,P042,2,2023-10-01 00:00:00,Store C,Alice Brown,Portland,2023-06-27,Dumbbells,Sports,402.17,804.34
1639,T1640,C091,P012,1,2023-10-01 04:00:00,Store B,Alice Davis,Seattle,2023-09-28,Jeans,Clothing,75.66,75.66
1640,T1641,C024,P042,2,2023-10-01 08:00:00,Store B,Steve Jackson,Portland,2023-03-11,Dumbbells,Sports,402.17,804.34
1641,T1642,C079,P013,1,2023-10-01 12:00:00,Store B,Hannah Patel,Portland,2023-08-23,Sweater,Clothing,145.67,145.67
1642,T1643,C071,P011,1,2023-10-01 16:00:00,Store A,Ian Anderson,Los Angeles,2023-07-30,T-Shirt,Clothing,140.68,140.68
1643,T1644,C082,P016,1,2023-10-01 20:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Hat,Clothing,58.28,58.28
1644,T1645,C018,P008,1,2023-10-02 00:00:00,Store A,Teresa Miller,San Francisco,2023-02-21,Webcam,Electronics,1376.55,1376.55
1645,T1646,C078,P040,1,2023-10-02 04:00:00,Store B,Diana Garcia,Seattle,2023-08-20,Reference Book,Books,30.45,30.45
1646,T1647,C077,P040,1,2023-10-02 08:00:00,Store A,Quinn Wilson,Los Angeles,2023-08-17,Reference Book,Books,30.45,30.45
1647,T1648,C077,P045,1,2023-10-02 12:00:00,Store C,Quinn Wilson,Los Angeles,2023-08-17,Running Shoes,Sports,400.96,400.96
1648,T1649,C080,P002,1,2023-10-02 16:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Mouse,Electronics,457.12,457.12
1649,T1650,C084,P030,2,2023-10-02 20:00:00,Store A,Charlie Miller,Seattle,2023-09-07,Picture Frame,Home & Garden,265.05,530.1
1650,T1651,C091,P030,3,2023-10-03 00:00:00,Store A,Alice Davis,Seattle,2023-09-28,Picture Frame,Home & Garden,265.05,795.15
1651,T1652,C051,P012,1,2023-10-03 04:00:00,Store C,Fiona Miller,Sacramento,2023-05-31,Jeans,Clothing,75.66,75.66
1652,T1653,C092,P010,2,2023-10-03 08:00:00,Store A,Steve Garcia,Los Angeles,2023-10-01,Power Bank,Electronics,72.41,144.82
1653,T1654,C072,P044,2,2023-10-03 12:00:00,Store C,Charlie Kim,Seattle,2023-08-02,Soccer Ball,Sports,355.45,710.9
1654,T1655,C021,P011,1,2023-10-03 16:00:00,Store B,Hannah Brown,San Francisco,2023-03-02,T-Shirt,Clothing,140.68,140.68
1655,T1656,C017,P015,2,2023-10-03 20:00:00,Store B,Alice Chen,Portland,2023-02-18,Shoes,Clothing,130.89,261.78
1656,T1657,C058,P016,1,2023-10-04 00:00:00,Store A,Hannah Lee,Seattle,2023-06-21,Hat,Clothing,58.28,58.28
1657,T1658,C090,P017,2,2023-10-04 04:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Socks,Clothing,70.06,140.12
1658,T1659,C086,P026,1,2023-10-04 08:00:00,Store B,Alice Patel,Portland,2023-09-13,Rug,Home & Garden,190.28,190.28
1659,T1660,C090,P002,2,2023-10-04 12:00:00,Store A,Charlie Chen,San Francisco,2023-09-25,Mouse,Electronics,457.12,914.24
1660,T1661,C074,P050,2,2023-10-04 16:00:00,Store B,Teresa Wilson,San Diego,2023-08-08,Skateboard,Sports,295.47,590.94
1661,T1662,C068,P012,1,2023-10-04 20:00:00,Store A,Alice Rodriguez,San Diego,2023-07-21,Jeans,Clothing,75.66,75.66
1662,T1663,C034,P026,1,2023-10-05 00:00:00,Store C,Quinn Brown,Sacramento,2023-04-10,Rug,Home & Garden,190.28,190.28
1663,T1664,C057,P023,5,2023-10-05 04:00:00,Store C,Ian Chen,Seattle,2023-06-18,Vacuum,Home & Garden,213.37,1066.85
1664,T1665,C067,P018,1,2023-10-05 08:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Dress,Clothing,130.65,130.65
1665,T1666,C023,P032,2,2023-10-05 12:00:00,Store A,Eric Chen,Portland,2023-03-08,Cookbook,Books,37.88,75.76
1666,T1667,C045,P049,4,2023-10-05 16:00:00,Store A,Fiona Wilson,Portland,2023-05-13,Bicycle,Sports,60.58,242.32
1667,T1668,C079,P038,2,2023-10-05 20:00:00,Store B,Hannah Patel,Portland,2023-08-23,Self-Help,Books,44.68,89.36
1668,T1669,C088,P047,2,2023-10-06 00:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Resistance Bands,Sports,178.93,357.86
1669,T1670,C100,P003,3,2023-10-06 04:00:00,Store B,Eric Davis,Seattle,2023-10-25,Keyboard,Electronics,85.26,255.78
1670,T1671,C098,P038,3,2023-10-06 08:00:00,Store B,Alice Davis,Portland,2023-10-19,Self-Help,Books,44.68,134.04
1671,T1672,C082,P003,1,2023-10-06 12:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,Keyboard,Electronics,85.26,85.26
1672,T1673,C066,P030,1,2023-10-06 16:00:00,Store A,Teresa Davis,San Francisco,2023-07-15,Picture Frame,Home & Garden,265.05,265.05
1673,T1674,C082,P001,1,2023-10-06 20:00:00,Store A,Rachel Rodriguez,San Francisco,2023-09-01,Laptop,Electronics,1097.56,1097.56
1674,T1675,C090,P030,4,2023-10-07 00:00:00,Store C,Charlie Chen,San Francisco,2023-09-25,Picture Frame,Home & Garden,265.05,1060.2
1675,T1676,C029,P045,2,2023-10-07 04:00:00,Store C,Quinn Jackson,San Francisco,2023-03-26,Running Shoes,Sports,400.96,801.92
1676,T1677,C065,P032,1,2023-10-07 08:00:00,Store C,Patricia Anderson,Portland,2023-07-12,Cookbook,Books,37.88,37.88
1677,T1678,C093,P028,3,2023-10-07 12:00:00,Store C,Nina Rodriguez,Los Angeles,2023-10-04,Pillow,Home & Garden,54.92,164.76
1678,T1679,C063,P021,1,2023-10-07 16:00:00,Store A,George Davis,San Diego,2023-07-06,Coffee Maker,Home & Garden,173.69,173.69
1679,T1680,C078,P046,1,2023-10-07 20:00:00,Store A,Diana Garcia,Seattle,2023-08-20,Water Bottle,Sports,446.65,446.65
1680,T1681,C079,P013,2,2023-10-08 00:00:00,Store A,Hannah Patel,Portland,2023-08-23,Sweater,Clothing,145.67,291.34
1681,T1682,C040,P027,1,2023-10-08 04:00:00,Store B,Laura Jackson,Portland,2023-04-28,Curtains,Home & Garden,297.17,297.17
1682,T1683,C061,P036,3,2023-10-08 08:00:00,Store B,Rachel Lee,Portland,2023-06-30,Comic Book,Books,42.37,127.11
1683,T1684,C058,P007,1,2023-10-08 12:00:00,Store C,Hannah Lee,Seattle,2023-06-21,Headphones,Electronics,1433.2,1433.2
1684,T1685,C008,P022,3,2023-10-08 16:00:00,Store B,George Brown,San Diego,2023-01-22,Blender,Home & Garden,281.8,845.4
1685,T1686,C008,P010,2,2023-10-08 20:00:00,Store A,George Brown,San Diego,2023-01-22,Power Bank,Electronics,72.41,144.82
1686,T1687,C093,P039,1,2023-10-09 00:00:00,Store C,Nina Rodriguez,Los Angeles,2023-10-04,Poetry,Books,46.53,46.53
1687,T1688,C051,P015,5,2023-10-09 04:00:00,Store C,Fiona Miller,Sacramento,2023-05-31,Shoes,Clothing,130.89,654.45
1688,T1689,C074,P015,2,2023-10-09 08:00:00,Store B,Teresa Wilson,San Diego,2023-08-08,Shoes,Clothing,130.89,261.78
1689,T1690,C054,P004,1,2023-10-09 12:00:00,Store C,Charlie Singh,San Diego,2023-06-09,Monitor,Electronics,985.93,985.93
1690,T1691,C098,P032,1,2023-10-09 16:00:00,Store B,Alice Davis,Portland,2023-10-19,Cookbook,Books,37.88,37.88
1691,T1692,C050,P023,3,2023-10-09 20:00:00,Store B,Ian Davis,Seattle,2023-05-28,Vacuum,Home & Garden,213.37,640.11
1692,T1693,C067,P006,1,2023-10-10 00:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Smartphone,Electronics,1413.66,1413.66
1693,T1694,C095,P024,1,2023-10-10 04:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Lamp,Home & Garden,177.47,177.47
1694,T1695,C093,P020,1,2023-10-10 08:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Scarf,Clothing,42.03,42.03
1695,T1696,C040,P037,1,2023-10-10 12:00:00,Store B,Laura Jackson,Portland,2023-04-28,Travel Guide,Books,42.4,42.4
1696,T1697,C091,P020,3,2023-10-10 16:00:00,Store B,Alice Davis,Seattle,2023-09-28,Scarf,Clothing,42.03,126.09
1697,T1698,C069,P012,1,2023-10-10 20:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Jeans,Clothing,75.66,75.66
1698,T1699,C071,P033,1,2023-10-11 00:00:00,Store A,Ian Anderson,Los Angeles,2023-07-30,Biography,Books,38.1,38.1
